Measurement Name :,20190130_resp_larvae_T2,,Generated On :,"30/01/2019, 19:35:51",,,Calibration details for Oxygen,,,Report :,"@m01:IDENTIFICATION
Serial number     : SEBX0007000710      
MUX channel       : ON - 01

PARAMETERS
Sig LED current   : 040
Ref LED current   : 075
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m01:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
30.01.19 18:19:33,11.32,262.54,265.16,268.65,263.41,269.97,269.53,269.53,267.78,274.8,273.04,273.04,269.53,266.9,269.97,271.28,262.98,272.6,274.8,274.36,264.72,276.12,278.33,273.92,264.72,,14,968,28,15.16,
30.01.19 18:19:48,11.57,262.98,266.03,268.65,263.85,270.41,269.09,269.53,268.22,275.24,273.04,272.6,269.53,266.03,269.53,272.16,263.85,272.16,275.24,273.48,264.29,277.89,280.54,275.68,264.29,,14,968,28,15.15,
30.01.19 18:20:03,11.82,262.54,265.59,269.09,264.29,269.09,269.97,269.97,267.34,275.68,273.04,271.72,268.65,267.34,270.84,270.84,264.29,273.04,274.8,273.92,265.16,277.45,278.77,272.16,264.72,,14,968,28,15.18,
30.01.19 18:20:18,12.07,262.98,265.16,268.65,263.85,268.22,269.09,270.41,267.78,273.92,273.04,272.16,269.53,265.16,269.53,272.6,263.85,273.04,275.24,273.48,264.72,276.56,277.45,273.48,265.16,,14,968,28,15.16,
30.01.19 18:20:33,12.32,263.41,265.59,269.09,263.85,269.53,268.65,269.97,268.22,274.8,272.6,272.6,269.53,266.03,269.53,272.16,263.85,272.6,273.48,274.36,266.03,278.33,279.21,273.92,264.72,,14,968,28,15.16,
30.01.19 18:20:48,12.57,262.54,265.59,268.22,263.85,269.09,269.53,269.53,267.78,274.8,273.04,273.04,269.09,267.34,269.97,271.72,265.16,273.04,273.92,273.48,266.03,277,279.21,273.04,263.41,,14,968,28,15.16,
30.01.19 18:21:03,12.82,262.11,265.16,268.65,263.85,269.09,268.22,269.97,267.78,275.24,272.6,272.6,268.65,266.47,268.65,270.84,264.72,273.04,275.24,273.04,263.85,274.8,280.54,273.48,265.59,,14,968,28,15.16,
30.01.19 18:21:18,13.07,262.11,265.16,268.22,263.85,269.53,268.65,269.53,266.9,274.36,272.6,271.72,269.09,266.47,269.09,270.41,264.29,272.16,274.8,273.92,263.85,275.24,279.21,273.48,262.54,,14,968,28,15.18,
30.01.19 18:21:33,13.32,262.54,264.72,268.65,263.41,269.09,268.65,269.97,267.78,273.92,272.6,272.16,269.09,266.47,269.09,271.28,263.85,273.48,274.36,273.92,265.59,277.89,279.21,273.48,262.98,,14,968,28,15.18,
30.01.19 18:21:48,13.57,262.54,264.72,268.65,263.85,269.53,268.65,269.97,267.34,274.8,272.6,272.16,269.97,266.47,269.53,271.28,264.29,273.04,274.8,273.04,263.85,275.24,280.54,272.6,264.72,,14,968,28,15.18,
30.01.19 18:22:03,13.82,262.11,265.16,268.22,263.85,268.65,267.78,269.53,267.34,274.8,273.04,271.72,268.65,266.9,269.97,271.28,262.98,271.72,273.92,272.16,266.47,273.92,277.45,272.6,262.54,,14,968,28,15.16,
30.01.19 18:22:18,14.07,262.54,265.59,268.22,263.41,268.65,267.78,269.97,267.34,275.68,272.16,271.72,269.53,265.16,269.09,270.84,263.85,273.04,274.8,273.48,263.41,276.12,278.77,275.68,263.41,,14,968,28,15.15,
30.01.19 18:22:33,14.32,262.54,264.72,267.78,262.98,268.65,267.78,269.97,267.34,273.92,272.16,271.72,268.22,266.47,268.22,271.72,262.98,272.6,273.48,272.16,264.72,275.24,276.56,272.16,262.54,,14,968,28,15.18,
30.01.19 18:22:48,14.57,262.11,265.59,268.22,263.41,268.65,268.65,269.09,267.78,274.36,273.04,272.16,268.22,266.47,268.65,270.41,263.41,272.6,273.92,273.04,265.59,276.56,279.66,272.6,265.16,,14,968,28,15.18,
30.01.19 18:23:03,14.82,261.67,264.72,267.78,263.41,268.65,268.22,269.09,267.34,274.36,272.6,271.28,269.09,264.72,267.78,270.41,262.98,272.16,274.36,272.6,263.41,274.36,277.89,271.72,266.03,,14,968,28,15.16,
30.01.19 18:23:18,15.07,261.67,264.72,268.22,262.98,267.78,267.34,269.97,267.34,273.92,271.72,270.84,267.78,265.59,268.65,271.28,262.98,271.28,273.92,272.16,264.72,275.68,279.66,273.04,264.29,,14,968,28,15.16,
30.01.19 18:23:33,15.32,262.54,264.72,268.22,262.98,269.09,267.34,269.53,266.9,274.8,272.16,271.28,269.09,266.47,268.22,271.28,263.41,271.72,274.36,273.04,265.59,275.68,277.45,273.04,263.85,,14,968,28,15.18,
30.01.19 18:23:48,15.57,261.24,264.29,267.78,262.98,267.78,268.22,269.09,266.47,274.8,272.16,271.28,268.22,266.03,267.78,269.53,263.41,271.28,273.04,272.6,263.41,275.68,279.21,273.48,266.47,,14,968,28,15.18,
30.01.19 18:24:03,15.82,262.11,264.72,268.22,262.54,268.65,268.22,268.65,267.34,274.36,272.6,270.84,268.65,265.16,269.09,269.97,264.29,272.6,275.68,273.04,265.16,275.68,279.66,271.28,263.85,,14,968,28,15.18,
30.01.19 18:24:18,16.07,261.67,264.29,267.34,262.98,268.22,267.34,269.09,266.47,273.48,271.28,271.28,268.22,265.59,268.22,270.41,262.11,271.28,273.04,270.84,264.29,272.6,277.45,272.6,263.41,,14,968,28,15.18,
30.01.19 18:24:33,16.32,261.67,264.29,266.9,262.98,268.65,268.22,269.09,267.34,274.8,271.72,269.97,268.22,265.59,268.22,270.41,263.41,271.28,273.04,273.04,262.98,273.92,277.89,272.16,263.41,,14,968,28,15.16,
30.01.19 18:24:48,16.57,262.54,264.72,267.78,263.41,268.65,267.34,269.09,266.9,274.8,271.72,270.41,268.22,266.47,268.65,269.97,263.41,271.28,273.92,271.72,264.29,276.12,279.66,273.92,264.72,,14,968,28,15.16,
30.01.19 18:25:03,16.82,262.11,264.72,267.78,262.98,267.34,267.78,269.09,266.9,274.8,272.16,270.41,267.78,265.59,267.78,270.41,262.54,269.97,273.04,272.6,263.85,275.24,277.45,272.6,264.29,,14,968,28,15.16,
30.01.19 18:25:18,17.07,261.67,264.72,267.78,262.11,266.47,267.34,269.53,266.03,275.24,271.72,271.28,268.22,266.03,268.22,269.97,262.98,271.72,272.6,272.16,263.85,275.24,280.1,273.04,263.41,,14,968,28,15.18,
30.01.19 18:25:33,17.32,261.67,264.29,266.9,262.11,267.34,266.9,269.09,266.47,273.92,270.84,270.41,268.22,266.03,267.78,269.97,262.54,270.84,273.48,271.72,263.41,273.48,276.12,271.28,262.11,,14,968,28,15.18,
30.01.19 18:25:48,17.57,262.11,263.85,266.9,262.11,267.78,266.03,268.65,266.03,273.04,271.72,269.97,266.9,264.29,267.78,269.97,261.67,272.16,272.6,272.6,262.54,273.92,279.21,272.6,262.98,,14,968,28,15.16,
30.01.19 18:26:03,17.82,261.24,264.29,266.9,262.54,267.78,266.9,269.09,266.03,273.92,271.72,271.28,267.78,266.03,268.22,269.97,262.11,271.28,273.04,272.16,263.85,274.36,277.89,273.48,262.54,,14,968,28,15.15,
30.01.19 18:26:18,18.07,261.67,264.72,267.78,262.54,267.34,267.78,269.09,266.03,274.36,271.28,270.41,268.22,266.03,268.22,270.84,261.67,270.84,272.6,273.04,262.54,275.24,277,272.6,262.11,,14,968,28,15.18,
30.01.19 18:26:33,18.32,260.81,263.85,266.9,262.11,267.78,266.47,268.65,266.03,272.6,270.41,269.97,267.78,264.29,266.9,269.53,262.54,271.72,271.72,271.28,261.67,273.48,280.1,273.48,264.29,,14,968,28,15.16,
30.01.19 18:26:48,18.57,262.11,263.85,266.47,261.67,267.78,266.47,267.78,266.03,272.16,270.41,269.97,267.78,264.29,267.78,268.65,261.24,271.72,272.16,270.84,264.29,273.48,277.45,272.16,263.41,,14,968,28,15.16,
30.01.19 18:27:03,18.82,260.81,263.41,267.34,262.11,267.34,266.9,268.22,266.47,272.16,270.41,269.53,266.47,265.16,266.47,269.97,261.67,271.28,271.72,270.84,262.54,274.36,276.56,271.28,262.11,,14,968,28,15.16,
30.01.19 18:27:18,19.07,262.11,263.41,266.9,262.98,266.47,266.9,267.78,266.47,272.6,270.41,270.41,267.34,264.72,267.34,269.09,262.54,270.84,273.04,271.28,261.67,273.04,277.89,271.28,263.85,,14,968,28,15.15,
30.01.19 18:27:33,19.32,260.81,263.41,266.9,262.54,267.78,266.9,268.65,266.03,273.04,269.97,269.97,266.9,264.72,267.34,269.97,262.54,270.84,272.6,270.41,262.54,273.92,277.45,274.36,263.85,,14,968,28,15.15,
30.01.19 18:27:48,19.57,260.37,263.85,266.47,262.11,266.9,267.34,268.65,266.03,273.04,269.97,270.41,267.34,264.72,266.9,269.97,261.67,269.09,272.6,270.41,263.85,273.04,277,272.6,261.67,,14,968,28,15.16,
30.01.19 18:28:04,19.83,261.24,264.29,266.9,262.54,267.34,266.47,267.78,266.47,273.48,270.84,269.97,267.78,265.16,266.9,269.97,261.67,270.84,273.04,271.28,263.41,273.04,278.33,273.92,263.41,,14,968,28,15.15,
30.01.19 18:28:19,20.08,260.37,262.98,266.47,262.11,266.47,266.47,268.65,265.59,273.04,270.41,269.97,266.9,264.29,267.34,268.65,260.81,270.84,272.6,270.41,263.85,275.68,275.68,272.6,262.11,,14,968,28,15.16,
30.01.19 18:28:34,20.33,261.24,264.29,266.47,262.54,266.9,266.47,267.78,266.03,273.04,270.84,269.53,266.9,264.29,266.47,268.22,261.67,270.84,271.28,270.84,263.85,274.36,277.89,273.92,263.85,,14,968,28,15.15,
30.01.19 18:28:49,20.58,260.37,263.85,266.03,262.11,267.34,266.03,266.9,266.03,272.6,270.41,269.09,266.47,265.16,266.47,268.22,262.11,270.84,271.72,269.97,262.54,274.8,278.33,272.16,263.85,,14,968,28,15.15,
30.01.19 18:29:04,20.83,260.81,263.85,266.9,261.67,267.78,266.47,268.22,265.16,272.6,270.84,270.41,267.34,264.29,267.78,269.09,261.24,271.28,272.6,270.41,263.85,273.92,277.45,273.04,262.11,,14,968,28,15.15,
30.01.19 18:29:19,21.08,260.81,263.85,266.47,261.67,266.9,266.03,266.9,266.03,272.6,270.41,269.53,266.03,265.59,267.34,269.09,261.24,269.97,271.28,271.28,263.41,274.36,276.56,271.72,260.37,,14,968,28,15.15,
30.01.19 18:29:34,21.33,261.24,263.85,266.47,262.54,266.03,266.47,267.78,266.47,272.6,270.41,269.09,266.9,265.16,267.78,268.65,261.67,270.84,272.16,270.41,262.98,274.36,277.45,272.6,263.85,,14,968,28,15.14,
30.01.19 18:29:49,21.58,260.37,263.41,266.47,261.67,266.9,266.03,268.22,265.59,272.6,269.97,269.09,266.9,264.29,266.9,269.53,260.81,270.84,272.16,270.84,262.11,271.72,277,273.92,263.41,,14,968,28,15.14,
30.01.19 18:30:04,21.83,261.24,264.29,266.03,262.11,266.9,266.47,268.65,266.47,273.04,270.41,269.09,266.9,265.59,267.34,269.09,261.67,270.41,272.6,270.84,262.54,274.8,277.89,273.48,260.37,,14,968,28,15.15,
30.01.19 18:30:19,22.08,260.37,263.41,266.03,261.67,266.03,265.16,267.34,265.16,273.04,269.09,268.65,266.9,262.98,266.9,267.34,260.81,270.84,272.6,269.53,262.11,272.6,274.36,269.97,263.41,,14,968,28,15.14,
30.01.19 18:30:34,22.33,260.37,263.41,266.03,261.24,266.47,266.47,267.78,265.59,272.6,269.97,269.53,266.9,264.29,267.34,268.65,260.81,269.97,272.16,268.65,263.41,272.16,276.56,271.28,262.98,,14,968,28,15.14,
30.01.19 18:30:49,22.58,260.37,263.41,266.47,261.67,266.47,265.16,267.78,265.16,271.72,269.53,269.09,266.03,264.29,266.03,268.22,260.81,269.97,271.28,270.41,262.98,273.48,277.89,272.6,263.85,,14,968,28,15.15,
30.01.19 18:31:04,22.83,260.37,264.29,266.03,261.67,266.03,265.59,267.78,265.59,272.16,269.53,268.65,266.47,264.29,267.34,269.09,259.94,269.53,271.72,269.09,262.11,273.48,277.89,270.84,263.41,,14,968,28,15.14,
30.01.19 18:31:19,23.08,261.24,262.54,265.59,261.24,266.9,266.47,267.34,264.72,272.6,269.97,269.09,266.9,265.16,266.03,267.78,261.24,269.09,271.28,269.97,262.54,272.16,277,271.28,262.11,,14,968,28,15.14,
30.01.19 18:31:34,23.33,260.81,262.98,266.47,261.67,266.03,266.47,267.78,266.03,272.6,269.53,269.09,266.9,264.29,266.9,268.22,261.67,270.41,271.28,269.53,262.54,270.84,276.56,272.16,262.98,,14,968,28,15.13,
30.01.19 18:31:49,23.58,259.94,262.54,265.16,261.24,265.59,265.59,266.9,264.72,272.16,269.53,268.22,266.03,262.98,265.59,268.22,260.37,270.41,272.16,269.53,263.41,274.8,275.24,272.16,262.11,,14,968,28,15.14,
30.01.19 18:32:04,23.83,261.24,263.85,266.03,261.67,266.47,266.03,267.78,264.29,272.16,270.41,268.65,266.9,264.72,266.47,268.65,261.24,269.53,271.28,269.53,261.67,272.6,277.89,272.16,263.41,,14,968,28,15.14,
30.01.19 18:32:19,24.08,260.37,262.98,265.16,261.24,265.59,265.16,266.47,264.29,271.28,269.53,267.34,265.59,264.29,265.59,267.34,259.94,269.53,270.41,268.65,262.54,273.92,275.24,272.6,259.07,,14,968,28,15.14,
30.01.19 18:32:34,24.33,260.37,263.41,266.03,261.24,266.03,266.03,267.78,264.72,273.04,269.53,268.65,266.47,263.85,266.03,268.22,260.81,269.53,270.41,269.97,262.98,271.72,275.24,272.16,261.24,,14,968,28,15.14,
30.01.19 18:32:49,24.58,260.37,262.98,266.03,261.67,265.59,265.59,266.9,264.29,271.72,269.53,267.78,266.03,264.72,266.47,268.65,259.5,269.53,269.97,268.65,260.37,273.48,276.12,273.04,262.54,,14,968,28,15.13,
30.01.19 18:33:04,24.83,259.94,262.11,265.59,261.24,265.16,265.16,266.9,263.41,271.72,268.65,267.78,264.72,264.29,265.59,266.9,259.5,268.65,270.84,268.22,261.67,272.6,275.24,273.92,262.11,,14,968,28,15.11,
30.01.19 18:33:19,25.08,259.94,262.54,265.59,260.81,266.03,265.16,266.9,264.29,270.84,269.53,267.78,266.03,262.54,265.59,267.34,260.81,269.53,269.97,269.53,262.98,272.16,275.24,271.72,262.11,,14,968,28,15.11,
