Measurement Name :,20190402_resp_3_T3,,Generated On :,"02/04/2019, 18:00:55",,,Calibration details for Oxygen,,,Report :,"@m01:IDENTIFICATION
Serial number     : SEBX0007000710      
MUX channel       : ON - 01

PARAMETERS
Sig LED current   : 040
Ref LED current   : 075
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m01:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
02.04.19 17:31:18,1.55,283.22,284.58,286.84,282.77,290.48,287.3,295.49,289.11,292.75,291.84,295.49,288.66,290.48,291.39,293.67,277.36,285.03,290.93,295.04,276.01,281.41,286.84,287.3,274.22,,13,968,29,15.25,
02.04.19 17:31:33,1.8,281.41,282.77,285.03,280.96,288.66,285.48,294.12,288.2,290.93,290.48,294.12,287.3,288.66,290.02,292.3,276.46,283.67,289.57,294.12,274.22,280.06,285.48,285.03,272.88,,13,968,29,15.31,
02.04.19 17:31:48,2.05,279.61,281.41,284.12,280.51,287.3,284.58,292.75,286.84,289.57,289.57,292.75,285.93,287.3,288.66,291.39,275.57,282.32,287.75,292.75,273.32,278.71,284.12,284.58,271.54,,13,968,29,15.36,
02.04.19 17:32:03,2.3,278.71,280.51,283.67,279.16,286.39,284.12,292.3,285.48,288.2,288.66,292.3,285.03,286.39,288.2,291.39,274.22,281.86,288.2,292.3,272.88,277.81,283.67,283.22,271.09,,13,968,29,15.39,
02.04.19 17:32:18,2.55,277.81,279.61,282.77,278.71,285.93,283.22,291.84,285.03,287.3,287.75,291.39,284.58,285.48,286.84,290.48,273.32,280.06,286.84,290.93,271.98,276.46,282.77,282.32,270.2,,13,968,29,15.43,
02.04.19 17:32:33,2.8,277.36,279.16,282.32,277.81,285.03,283.22,290.93,285.03,286.39,287.3,290.48,283.67,284.58,286.84,290.02,272.88,279.61,286.39,290.48,271.09,276.46,281.86,281.86,269.3,,13,968,29,15.45,
02.04.19 17:32:48,3.05,276.46,278.71,281.86,277.81,284.12,281.86,290.48,283.67,285.48,286.39,290.48,283.67,283.22,285.93,289.11,272.43,279.16,285.48,290.02,270.64,275.57,281.41,281.41,268.86,,13,968,29,15.5,
02.04.19 17:33:03,3.3,275.12,276.91,280.51,276.91,282.77,280.96,289.57,282.77,284.58,285.93,289.11,282.32,281.86,285.03,287.75,271.54,278.26,284.58,288.66,269.75,274.67,280.51,280.06,267.97,,13,968,29,15.52,
02.04.19 17:33:18,3.55,275.12,276.91,280.96,276.91,282.32,280.96,289.57,282.77,284.12,285.03,289.11,282.32,282.32,285.03,287.75,271.09,278.26,284.58,288.66,269.3,274.67,280.51,280.06,267.97,,13,968,29,15.56,
02.04.19 17:33:33,3.8,274.22,276.46,280.06,276.01,281.86,280.06,288.66,281.86,283.22,284.12,288.2,281.41,280.96,283.67,287.3,270.2,277.81,283.67,287.75,268.86,273.77,279.61,279.16,267.08,,13,968,29,15.57,
02.04.19 17:33:48,4.05,274.22,276.46,280.06,276.01,280.96,279.61,288.2,282.32,283.22,284.12,288.2,280.96,280.51,283.67,287.3,270.2,277.36,283.67,287.75,268.86,273.32,280.06,279.16,267.08,,13,968,29,15.57,
02.04.19 17:34:03,4.3,273.32,275.57,279.16,276.01,281.41,279.16,287.75,281.41,282.32,283.22,287.75,280.51,279.61,283.22,286.84,269.75,276.46,283.22,286.84,268.41,273.32,279.16,278.71,266.63,,13,968,29,15.61,
02.04.19 17:34:18,4.55,272.88,275.12,279.16,274.67,280.51,278.71,287.75,280.51,281.41,282.77,287.3,280.06,279.61,282.77,285.93,268.86,276.01,282.32,285.93,267.97,272.88,278.26,277.81,266.19,,13,968,29,15.61,
02.04.19 17:34:33,4.8,272.88,274.67,279.61,274.22,280.06,278.26,286.84,280.51,281.86,282.32,286.84,279.61,279.16,282.32,285.93,268.86,276.01,282.32,286.39,267.52,272.88,278.26,277.81,265.74,,13,968,29,15.64,
02.04.19 17:34:48,5.05,272.43,274.67,278.71,274.22,280.06,278.26,286.39,280.51,280.96,282.32,286.39,279.61,278.71,281.86,285.48,268.41,275.57,281.86,285.93,267.08,272.43,277.81,277.36,265.74,,13,968,29,15.65,
02.04.19 17:35:03,5.3,271.98,274.67,278.26,274.22,279.61,277.81,286.39,279.61,280.51,281.41,285.93,278.71,277.81,281.41,285.03,268.41,274.67,280.96,285.03,267.08,271.98,277.36,277.36,265.3,,13,968,29,15.65,
02.04.19 17:35:18,5.55,272.43,274.22,278.26,273.77,279.16,277.36,286.39,279.16,280.51,280.96,285.93,278.26,277.81,280.96,285.03,267.52,274.67,280.96,284.58,267.08,271.98,277.81,276.91,264.85,,13,968,29,15.66,
02.04.19 17:35:33,5.8,271.54,274.22,277.81,273.77,278.71,276.91,285.48,279.61,279.16,281.41,285.03,278.71,277.36,280.96,284.58,267.52,274.67,280.96,285.03,266.19,271.98,276.91,276.46,265.3,,13,968,29,15.68,
02.04.19 17:35:48,6.05,271.09,273.77,277.81,273.32,277.81,276.91,285.48,279.61,278.71,280.51,285.03,278.26,277.36,280.51,284.12,267.08,274.22,280.51,284.12,265.74,271.09,276.91,276.46,264.41,,13,968,29,15.68,
02.04.19 17:36:03,6.3,271.09,273.77,277.81,273.32,277.81,276.46,285.48,278.71,279.16,280.51,284.58,277.81,276.46,280.51,284.12,266.63,273.77,280.51,283.67,266.19,271.54,276.91,276.01,264.41,,13,968,29,15.68,
02.04.19 17:36:18,6.55,271.09,273.32,277.36,272.88,277.36,275.57,285.03,279.16,278.71,279.61,284.12,277.81,276.46,279.61,283.67,266.63,273.32,280.06,283.22,265.74,271.09,276.46,275.57,263.97,,13,968,29,15.7,
02.04.19 17:36:33,6.8,270.64,272.88,276.91,272.43,277.36,276.01,285.03,278.71,278.26,279.61,284.12,277.81,276.01,280.06,283.22,266.19,273.77,280.06,283.67,265.74,270.64,276.01,275.57,263.97,,13,968,29,15.72,
02.04.19 17:36:48,7.05,270.2,272.88,276.91,272.88,277.36,275.57,284.58,277.81,277.81,279.61,284.12,276.91,276.01,279.61,283.67,265.74,273.77,279.61,282.77,264.85,271.09,276.01,275.57,263.52,,13,968,29,15.72,
02.04.19 17:37:03,7.3,270.2,272.43,276.91,272.43,276.46,274.67,284.12,277.81,277.36,279.16,283.67,276.91,276.01,279.16,282.77,265.74,272.88,279.16,282.77,264.85,269.75,275.57,274.22,263.08,,13,968,29,15.72,
02.04.19 17:37:18,7.55,270.2,272.88,276.91,271.98,276.01,275.12,284.58,278.26,277.36,279.16,283.67,276.91,275.57,278.71,282.77,265.3,272.88,279.16,282.77,265.3,270.2,275.57,274.67,263.08,,13,968,29,15.72,
02.04.19 17:37:33,7.8,269.75,271.98,276.46,271.98,276.46,275.12,284.12,277.36,277.36,278.26,283.22,276.91,275.12,278.71,282.77,265.3,272.43,278.71,282.32,265.3,269.75,275.12,274.67,263.08,,13,968,29,15.72,
02.04.19 17:37:48,8.05,269.75,271.98,276.91,272.43,276.46,275.12,284.12,277.36,277.36,278.26,283.67,276.91,275.12,278.71,283.22,265.3,272.43,278.71,282.32,264.41,269.75,275.12,274.67,263.08,,13,968,29,15.72,
02.04.19 17:38:03,8.3,269.75,271.54,276.46,271.54,276.01,274.22,283.22,276.91,276.46,277.81,282.77,276.01,274.67,278.71,282.32,265.3,272.43,278.26,281.86,264.41,269.75,274.67,274.22,262.64,,13,968,29,15.72,
02.04.19 17:38:18,8.55,269.75,271.54,276.01,271.54,275.12,273.77,284.12,277.36,276.91,277.81,283.22,276.46,274.22,278.26,281.86,264.85,272.88,278.71,281.86,263.97,269.75,275.12,274.67,262.19,,13,968,29,15.73,
02.04.19 17:38:33,8.8,269.75,271.54,276.46,271.54,275.57,274.22,283.67,276.91,276.91,277.81,282.32,276.46,274.22,278.26,282.32,264.41,272.43,278.26,281.86,263.97,269.75,274.67,273.77,262.64,,13,968,29,15.73,
02.04.19 17:38:48,9.05,269.3,271.54,276.01,271.54,275.57,274.22,283.22,276.46,276.01,277.36,281.86,276.01,274.22,277.81,282.32,264.41,272.43,278.26,280.96,263.97,269.3,274.22,273.77,262.19,,13,968,29,15.73,
02.04.19 17:39:03,9.3,269.3,271.09,275.12,271.09,275.12,273.32,282.77,276.46,276.01,277.36,281.41,275.57,273.77,277.81,281.86,264.41,271.09,277.81,281.41,263.52,269.3,274.22,273.77,262.19,,13,968,29,15.73,
02.04.19 17:39:18,9.55,269.3,271.09,275.57,271.09,274.67,273.32,283.22,276.91,276.01,276.01,282.32,275.57,273.77,277.36,281.41,263.97,271.54,277.81,281.41,263.52,268.86,273.77,273.77,262.19,,13,968,29,15.73,
02.04.19 17:39:33,9.8,268.86,271.09,275.12,270.64,274.67,272.88,282.77,275.57,275.12,276.91,281.86,275.12,273.32,276.91,281.41,263.52,271.09,276.91,280.51,263.08,268.41,273.77,273.32,261.31,,13,968,29,15.75,
02.04.19 17:39:48,10.05,268.86,270.64,275.57,271.09,274.22,273.32,283.22,276.46,275.57,276.91,282.32,275.57,273.77,277.36,281.41,263.97,271.09,277.81,280.96,263.08,268.86,273.77,273.32,262.19,,13,968,29,15.75,
02.04.19 17:40:03,10.3,268.41,271.09,275.12,270.64,274.22,272.88,282.77,275.57,275.12,276.46,281.86,275.12,273.32,276.91,281.41,263.08,271.09,277.36,280.51,263.08,267.97,273.32,273.32,261.75,,13,968,29,15.73,
02.04.19 17:40:18,10.55,268.41,271.09,275.57,271.09,274.22,272.88,282.77,276.46,275.57,276.46,281.86,275.12,273.32,277.36,281.41,263.97,271.54,277.81,280.51,263.08,268.86,274.22,273.32,261.75,,13,968,29,15.73,
02.04.19 17:40:33,10.8,267.97,269.75,274.67,269.75,272.88,271.98,281.86,275.12,274.22,275.57,280.96,274.22,272.43,276.01,280.51,262.64,270.2,276.46,280.06,262.64,267.97,272.88,272.43,260.87,,13,968,29,15.73,
02.04.19 17:40:48,11.05,267.97,270.2,275.12,270.2,273.77,272.43,282.32,275.57,274.22,276.01,280.96,274.22,272.88,276.46,280.51,263.08,270.64,276.91,280.06,262.64,267.97,273.32,272.88,260.87,,13,968,29,15.73,
02.04.19 17:41:03,11.3,268.41,270.2,275.12,270.64,274.22,272.43,282.32,275.12,274.67,276.01,281.41,274.67,273.32,276.46,280.96,263.08,270.64,276.91,279.61,262.64,268.41,273.77,273.32,261.31,,13,968,29,15.72,
02.04.19 17:41:18,11.55,267.97,269.75,274.67,269.3,273.32,271.98,281.86,275.12,274.22,275.57,280.51,274.22,271.98,276.01,280.51,262.64,270.2,276.46,279.16,262.19,267.52,273.32,271.98,260.42,,13,968,29,15.72,
02.04.19 17:41:33,11.8,267.52,269.75,274.67,270.2,273.32,271.54,281.86,275.12,274.22,275.12,280.51,273.77,271.98,275.57,280.06,262.64,270.2,276.01,279.61,262.19,267.97,272.88,271.98,260.42,,13,968,29,15.73,
02.04.19 17:41:48,12.05,267.97,269.75,274.67,269.75,272.88,271.98,281.86,274.67,274.22,274.67,280.51,273.77,271.98,275.57,280.51,262.19,270.2,276.01,279.61,261.75,267.97,272.43,271.98,260.42,,13,968,29,15.72,
02.04.19 17:42:03,12.3,267.52,269.75,274.22,269.3,273.32,271.09,281.86,274.67,273.77,274.22,280.06,273.77,271.54,275.57,280.06,261.75,270.2,275.57,278.71,261.75,267.52,272.43,271.54,260.42,,13,968,29,15.72,
02.04.19 17:42:18,12.55,267.52,269.75,274.67,269.3,272.43,271.09,280.96,274.22,273.32,274.22,280.06,273.32,271.54,275.57,280.06,261.75,269.75,276.01,278.71,261.31,267.52,272.43,271.54,259.98,,13,968,29,15.72,
02.04.19 17:42:33,12.8,267.97,269.3,274.67,269.3,272.88,270.64,281.41,274.67,273.32,275.12,280.51,273.77,271.54,275.57,280.06,262.19,269.75,276.01,279.16,261.31,267.52,272.43,271.54,259.98,,13,968,29,15.72,
02.04.19 17:42:48,13.05,267.08,268.86,273.77,268.86,271.98,270.64,280.51,273.77,272.88,274.22,279.61,273.32,271.09,275.12,279.61,261.31,269.3,275.57,277.81,261.31,266.63,271.98,271.09,259.54,,13,968,29,15.7,
02.04.19 17:43:03,13.3,267.52,269.3,274.67,269.3,272.88,271.09,281.41,274.22,273.32,274.22,280.51,273.77,271.54,275.12,280.51,261.75,269.75,276.01,278.71,262.19,267.52,272.43,271.98,259.98,,13,968,29,15.72,
02.04.19 17:43:18,13.55,266.63,268.86,273.77,268.86,271.98,270.2,280.96,273.77,272.88,273.77,279.16,272.43,270.64,274.67,279.61,261.31,268.86,274.67,277.81,260.87,266.19,271.54,270.64,259.54,,13,968,29,15.72,
02.04.19 17:43:33,13.8,267.08,268.86,274.22,269.3,272.43,270.2,280.96,273.77,272.88,273.77,279.61,272.88,271.09,274.67,279.61,261.31,269.75,275.57,278.26,261.31,266.63,271.98,271.09,259.1,,13,968,29,15.7,
02.04.19 17:43:48,14.05,267.08,268.41,273.77,268.86,271.54,269.75,280.51,272.88,272.43,272.43,279.16,272.43,271.09,274.67,279.16,260.42,268.41,274.67,277.36,260.87,266.19,271.09,270.64,259.1,,13,968,29,15.7,
02.04.19 17:44:03,14.3,266.63,268.41,273.77,268.41,271.54,269.75,280.06,272.88,272.43,273.32,279.16,272.43,270.64,274.22,279.16,260.87,268.86,275.12,277.36,260.87,266.19,271.54,270.2,259.1,,13,968,29,15.7,
02.04.19 17:44:18,14.55,266.63,267.97,273.32,268.86,271.98,270.2,280.51,273.32,272.43,273.32,279.16,272.43,270.64,274.22,278.71,261.31,268.86,274.67,277.36,260.87,265.74,271.09,270.64,259.1,,13,968,29,15.7,
02.04.19 17:44:33,14.8,266.63,267.97,273.77,268.86,271.09,269.3,280.06,272.88,271.98,272.88,278.71,272.43,270.2,273.77,278.71,260.42,268.41,274.22,276.91,259.98,265.74,271.09,269.75,259.1,,13,968,29,15.7,
02.04.19 17:44:49,15.07,266.63,267.97,273.77,268.86,271.54,269.75,280.06,273.77,271.98,273.32,278.71,272.43,270.64,274.22,278.71,260.87,268.41,274.67,276.91,260.42,265.74,271.54,270.2,259.54,,13,968,29,15.68,
02.04.19 17:45:04,15.32,266.63,267.52,273.32,267.97,270.64,269.3,279.61,272.88,271.54,272.88,278.71,271.98,270.2,273.77,278.26,260.42,267.97,274.67,276.91,260.42,265.74,271.09,270.2,258.66,,13,968,29,15.68,
02.04.19 17:45:19,15.57,266.19,267.52,272.88,267.97,271.09,269.3,280.06,272.43,271.98,272.43,278.26,271.98,269.75,273.32,278.71,260.42,268.41,274.22,276.91,259.54,265.74,271.09,269.75,258.66,,13,968,29,15.68,
02.04.19 17:45:34,15.82,265.74,267.52,272.88,267.97,271.09,269.3,279.61,272.43,271.54,271.98,277.81,271.98,270.2,272.88,278.26,259.98,267.97,273.77,276.91,259.98,265.3,270.64,269.75,258.22,,13,968,29,15.66,
02.04.19 17:45:49,16.07,266.19,267.97,273.32,268.41,271.09,269.3,280.06,272.88,271.54,272.43,278.71,272.43,269.75,273.32,278.71,259.98,268.41,274.22,277.36,259.98,265.74,271.09,270.2,258.22,,13,968,29,15.68,
02.04.19 17:46:04,16.32,266.19,267.52,273.32,267.97,270.64,268.41,279.61,272.43,271.09,271.54,277.81,271.09,269.75,272.88,278.26,259.54,267.97,273.77,276.46,259.98,265.74,270.2,269.3,258.66,,13,968,29,15.66,
02.04.19 17:46:19,16.57,265.74,267.08,272.43,267.52,270.64,268.41,279.61,271.98,270.64,271.98,277.36,271.09,269.3,272.88,277.81,259.1,267.52,273.77,276.01,259.1,264.85,269.75,269.3,257.78,,13,968,29,15.65,
02.04.19 17:46:34,16.82,265.74,267.08,272.88,267.52,270.2,267.52,278.71,271.98,270.64,271.54,277.81,271.09,268.86,272.43,277.36,258.66,267.08,273.32,276.01,259.1,264.85,270.2,268.86,257.33,,13,968,29,15.64,
02.04.19 17:46:49,17.07,265.74,267.52,272.88,267.52,270.2,268.86,279.61,271.98,271.09,271.54,277.81,271.54,269.3,272.88,277.81,259.1,267.52,273.32,276.01,259.54,265.3,270.64,269.75,258.22,,13,968,29,15.64,
02.04.19 17:47:04,17.32,265.74,267.08,272.43,267.52,269.75,268.41,279.16,271.98,270.64,271.54,277.36,271.54,269.3,272.88,277.81,259.1,267.97,273.77,276.01,259.54,264.85,270.2,268.86,257.78,,13,968,29,15.64,
02.04.19 17:47:19,17.57,265.74,266.63,272.43,267.52,270.2,268.41,278.71,271.09,270.64,271.54,277.36,270.64,268.86,272.43,277.36,259.1,267.08,273.32,276.01,259.1,263.97,269.75,268.86,257.33,,13,968,29,15.64,
02.04.19 17:47:34,17.82,266.19,267.52,273.32,267.97,270.2,268.41,279.16,272.43,271.09,271.54,278.26,271.54,269.3,272.88,278.26,259.1,267.52,273.77,276.46,259.54,264.85,270.2,269.3,257.78,,13,968,29,15.64,
02.04.19 17:47:49,18.07,265.3,267.08,272.88,267.08,269.75,267.97,278.71,271.54,270.2,271.54,277.36,271.09,268.86,271.98,277.81,259.1,267.52,272.88,275.57,259.1,264.41,269.75,268.41,257.33,,13,968,29,15.63,
02.04.19 17:48:04,18.32,265.3,266.63,272.43,267.08,269.3,267.97,278.26,271.54,270.64,271.09,277.81,271.54,268.86,272.88,277.81,259.1,267.52,273.32,275.57,258.66,264.85,269.75,268.41,257.78,,13,968,29,15.61,
02.04.19 17:48:19,18.57,265.3,267.08,272.43,267.08,269.75,267.97,279.16,271.98,269.75,271.54,277.36,271.09,268.86,272.88,277.36,258.66,267.52,273.32,275.57,259.1,264.85,269.75,268.41,257.78,,13,968,29,15.61,
02.04.19 17:48:34,18.82,265.74,266.19,272.43,266.63,269.3,267.97,278.26,271.09,269.75,270.64,276.91,270.64,268.41,272.43,276.91,258.66,267.08,272.88,275.12,259.1,264.41,269.75,268.41,257.33,,13,968,29,15.61,
02.04.19 17:48:49,19.07,264.85,266.19,272.43,266.63,269.75,267.08,278.26,271.09,270.2,270.2,277.36,270.64,267.97,271.98,277.36,258.22,266.63,272.88,274.67,258.66,263.97,269.3,268.41,256.89,,13,968,29,15.61,
02.04.19 17:49:04,19.32,265.3,266.19,272.43,266.63,269.3,267.52,279.16,271.54,270.2,270.64,277.36,270.64,268.41,272.43,277.36,258.22,267.08,272.88,275.12,258.66,264.41,269.3,268.41,257.33,,13,968,29,15.61,
02.04.19 17:49:19,19.57,265.3,266.19,272.43,267.08,269.3,267.08,278.26,271.54,269.75,270.2,276.46,270.2,268.41,271.54,277.36,258.22,266.19,272.88,274.67,258.22,263.97,269.3,268.41,256.89,,13,968,29,15.61,
02.04.19 17:49:34,19.82,264.85,266.19,271.98,266.19,269.3,266.63,278.26,271.09,269.3,270.2,276.46,270.2,267.97,271.54,276.91,257.78,266.19,272.43,274.67,258.22,263.52,269.3,267.97,256.45,,13,968,29,15.59,
02.04.19 17:49:49,20.07,264.85,266.19,271.98,266.19,268.86,267.08,278.26,271.09,270.2,270.2,276.91,270.2,267.97,271.54,276.46,258.22,266.63,272.43,274.67,258.22,263.52,268.86,267.97,256.89,,13,968,29,15.59,
02.04.19 17:50:04,20.32,264.41,265.74,271.54,266.19,268.86,266.63,277.36,271.09,269.3,269.75,276.46,270.2,267.52,271.09,276.01,257.33,266.19,272.43,274.22,257.78,263.52,268.41,267.52,256.45,,13,968,29,15.59,
02.04.19 17:50:19,20.57,264.85,265.3,271.98,266.19,268.86,267.08,278.26,271.09,269.75,269.75,276.46,270.2,267.97,271.09,276.46,257.78,266.19,271.98,274.67,257.78,263.52,268.86,267.97,256.45,,13,968,29,15.57,
02.04.19 17:50:34,20.82,263.97,265.3,271.54,265.3,268.41,266.19,277.81,270.64,268.86,269.3,276.01,269.75,267.08,270.2,276.46,257.33,265.74,271.98,274.22,257.78,263.08,268.41,267.52,256.45,,13,968,29,15.57,
02.04.19 17:50:49,21.07,264.41,265.3,271.09,265.74,268.41,265.74,277.81,270.2,268.86,269.75,276.46,269.75,267.08,270.2,276.01,257.33,265.3,271.54,273.32,257.33,263.08,267.97,267.08,256.01,,13,968,29,15.57,
02.04.19 17:51:04,21.32,264.41,265.3,271.54,266.19,268.41,266.19,277.36,270.2,268.86,269.3,276.01,269.3,267.52,270.64,276.01,257.33,265.74,271.98,273.77,257.33,263.08,268.41,267.08,256.01,,13,968,29,15.57,
02.04.19 17:51:19,21.57,263.52,265.3,271.09,265.3,267.52,265.74,277.36,270.2,267.97,268.86,275.57,269.3,267.08,270.2,275.57,256.89,265.3,271.54,272.88,257.33,262.64,267.97,266.63,256.01,,13,968,29,15.57,
02.04.19 17:51:34,21.82,263.52,264.85,271.09,265.3,267.97,265.74,277.36,270.2,268.41,268.86,275.57,269.3,267.08,270.2,276.01,256.89,265.3,271.54,273.32,256.89,262.64,267.97,266.63,255.13,,13,968,29,15.54,
02.04.19 17:51:49,22.07,263.52,264.85,271.09,265.3,267.52,265.3,276.91,269.75,268.41,269.3,275.57,268.86,266.63,270.2,275.57,256.45,265.3,271.54,272.88,256.89,262.19,267.52,266.63,255.13,,13,968,29,15.54,
02.04.19 17:52:04,22.32,263.97,264.85,271.09,265.74,267.52,265.74,276.91,270.2,268.41,269.3,275.57,268.86,266.63,270.2,275.57,257.33,264.85,271.09,273.32,256.89,262.64,267.97,266.63,255.57,,13,968,29,15.54,
02.04.19 17:52:19,22.57,263.52,264.41,270.64,265.3,267.08,265.3,276.91,268.86,267.52,268.41,274.67,268.41,266.19,269.75,275.12,256.45,264.85,270.64,272.88,256.45,262.19,267.08,265.74,255.13,,13,968,29,15.54,
02.04.19 17:52:34,22.82,263.08,264.85,270.64,264.85,267.52,265.3,276.46,269.3,267.52,268.41,275.12,268.86,266.63,269.75,275.57,256.45,265.3,271.09,272.88,256.45,262.19,267.08,266.19,255.57,,13,968,29,15.54,
02.04.19 17:52:49,23.07,263.52,264.41,270.64,264.85,267.52,265.3,276.46,269.3,267.52,268.41,275.12,268.41,266.19,269.75,274.67,256.45,264.85,271.09,272.88,256.45,262.19,267.08,266.19,255.13,,13,968,29,15.52,
02.04.19 17:53:04,23.32,263.52,264.85,270.64,264.85,267.08,265.3,276.46,269.3,267.52,268.41,275.12,268.41,266.19,269.75,275.12,256.01,264.85,270.64,271.98,256.01,261.75,267.52,265.74,254.69,,13,968,29,15.52,
02.04.19 17:53:19,23.57,263.08,263.97,270.64,264.85,266.63,265.3,275.57,268.86,267.52,267.97,274.67,268.41,265.74,269.75,275.12,255.57,264.41,270.64,272.43,256.01,261.75,267.08,265.74,255.13,,13,968,29,15.52,
02.04.19 17:53:34,23.82,263.08,264.41,270.64,264.41,267.08,264.41,276.91,268.86,267.08,267.97,274.67,268.41,265.74,268.86,274.67,256.01,263.97,270.2,271.98,256.01,261.31,266.63,265.74,255.13,,13,968,29,15.5,
02.04.19 17:53:49,24.07,263.08,263.97,270.2,264.41,266.63,264.41,276.46,268.86,267.08,267.52,274.22,267.97,265.74,269.3,275.12,255.57,264.41,270.64,272.43,255.57,261.31,266.63,265.3,254.69,,13,968,29,15.5,
02.04.19 17:54:04,24.32,263.08,263.52,270.64,264.41,266.63,263.97,276.46,269.3,267.08,267.52,274.67,268.41,265.74,269.3,274.67,255.57,264.41,270.2,272.43,256.01,261.31,267.08,265.3,254.69,,13,968,29,15.5,
02.04.19 17:54:19,24.57,263.08,264.41,270.64,264.41,267.08,264.41,276.46,268.86,267.08,267.08,274.67,267.97,265.74,268.86,274.67,256.01,264.41,270.2,272.43,256.01,261.31,266.63,265.74,254.69,,13,968,29,15.5,
02.04.19 17:54:34,24.82,263.08,264.41,270.2,264.85,266.63,264.85,276.46,268.86,267.08,267.52,274.22,267.97,265.3,268.86,274.67,255.57,264.41,270.2,271.98,256.01,261.75,266.63,265.3,254.69,,13,968,29,15.48,
