Measurement Name :,20190126_resp_larvae_T0,,Generated On :,"26/01/2019, 22:18:39",,,Calibration details for Oxygen,,,Report :,"@m01:IDENTIFICATION
Serial number     : SEBX0007000710      
MUX channel       : ON - 01

PARAMETERS
Sig LED current   : 040
Ref LED current   : 075
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m01:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
26.01.19 21:18:48,1.28,285.42,292.12,299.77,290.78,300.67,302.93,297.96,293.47,284.53,300.22,288.99,287.65,301.57,297.96,304.29,281.87,288.1,304.74,305.2,297.06,333.73,317.07,300.22,No Sensor,,14,968,28,14.61,
26.01.19 21:19:03,1.53,285.42,288.1,301.12,287.65,304.74,297.96,291.67,284.09,295.71,291.67,287.21,293.02,297.51,301.57,296.61,282.76,294.81,308.38,302.03,286.76,323.05,327.22,307.01,No Sensor,,14,968,28,14.64,
26.01.19 21:19:19,1.8,288.54,284.98,301.57,286.31,300.67,293.02,293.02,294.36,286.76,302.93,290.78,286.31,299.32,297.96,302.03,283.2,292.57,304.74,308.38,284.98,323.51,320.29,304.29,No Sensor,,14,968,28,14.68,
26.01.19 21:19:34,2.05,285.42,291.23,301.57,287.65,302.93,296.61,291.67,284.09,284.98,294.81,289.44,288.1,297.51,291.23,297.96,283.2,294.81,301.57,304.74,279.66,326.75,326.75,302.93,No Sensor,,14,968,28,14.68,
26.01.19 21:19:49,2.3,281.87,286.76,296.61,288.1,298.41,297.96,286.76,284.98,290.33,295.71,290.33,283.65,297.51,297.96,297.96,276.56,290.33,301.12,293.47,282.76,309.29,333.27,293.47,No Sensor,,14,968,28,14.72,
26.01.19 21:20:04,2.55,280.54,286.76,297.96,286.31,298.86,294.81,289.44,288.99,285.42,294.81,284.09,288.54,295.26,296.61,299.77,277.89,297.06,305.2,302.03,282.31,316.61,330.47,296.61,No Sensor,,14,968,28,14.73,
26.01.19 21:20:19,2.8,281.87,282.31,295.26,284.98,302.48,297.96,288.99,284.98,292.12,297.51,287.21,287.21,299.32,297.96,302.93,276.12,299.32,297.51,301.12,291.67,326.75,317.07,295.71,No Sensor,,14,968,28,14.73,
26.01.19 21:20:34,3.05,280.54,283.65,298.86,284.53,298.41,294.81,284.09,285.87,286.76,294.36,281.43,284.98,299.32,291.23,294.36,278.77,288.1,292.12,297.51,278.77,323.51,323.05,301.57,No Sensor,,14,968,28,14.75,
26.01.19 21:20:49,3.3,288.99,287.21,300.22,288.54,297.06,293.47,285.87,287.65,286.76,294.81,286.31,286.76,293.47,291.23,299.77,279.21,288.54,299.77,299.77,281.43,316.61,323.98,307.01,No Sensor,,14,968,28,14.75,
26.01.19 21:21:04,3.55,285.87,282.76,296.16,286.31,294.81,291.67,285.42,286.76,279.66,294.81,292.57,284.09,291.23,289.44,296.16,278.77,284.09,299.77,299.32,283.65,309.75,327.22,297.96,No Sensor,,14,968,28,14.77,
26.01.19 21:21:19,3.8,280.54,285.42,296.61,285.87,296.61,290.33,289.88,286.31,286.76,293.47,288.1,284.53,297.51,300.22,297.51,276.56,288.54,303.38,294.36,286.31,330.94,320.75,295.26,No Sensor,,14,968,28,14.77,
26.01.19 21:21:34,4.05,285.87,287.21,295.71,286.76,297.06,297.06,285.42,284.53,283.2,292.57,285.42,290.33,293.92,294.81,288.99,278.33,288.54,299.77,290.33,281.87,323.98,320.75,295.71,No Sensor,,14,968,28,14.79,
26.01.19 21:21:49,4.3,284.09,284.09,296.61,282.76,298.86,295.26,291.23,282.76,285.42,293.47,287.21,290.33,293.47,298.41,295.71,276.12,286.31,297.96,296.61,292.57,320.29,320.75,289.44,No Sensor,,14,968,28,14.79,
26.01.19 21:22:04,4.55,276.12,272.16,284.98,280.54,272.6,273.92,276.12,275.24,265.16,270.84,270.84,271.28,262.98,268.65,271.72,260.37,250.44,270.41,271.72,255.18,257.34,265.59,264.72,256.9,,14,968,28,14.79,
26.01.19 21:22:19,4.8,272.6,273.92,285.42,278.77,273.04,274.8,275.68,275.24,265.59,270.41,271.28,273.48,262.98,267.78,271.72,259.94,250.44,270.84,272.16,255.61,257.34,265.59,265.16,257.34,,14,968,28,14.79,
26.01.19 21:22:35,5.07,272.16,273.48,286.31,278.33,270.41,273.92,274.8,273.92,265.16,269.97,270.41,271.72,262.98,267.34,270.84,260.37,249.58,269.97,271.28,254.31,256.9,265.16,264.72,256.47,,14,968,28,14.82,
26.01.19 21:22:50,5.32,274.8,274.8,287.65,278.33,273.04,274.36,275.24,274.36,265.16,270.41,270.41,272.16,262.54,267.78,270.84,260.81,250.01,270.84,271.28,254.74,257.34,264.72,264.72,256.47,,14,968,28,14.82,
26.01.19 21:23:05,5.57,274.36,273.04,284.98,276.56,272.6,273.92,275.68,272.16,264.29,269.53,270.41,272.6,262.54,266.9,271.28,260.37,249.58,270.41,271.28,254.31,256.9,265.16,264.72,256.47,,14,968,28,14.82,
26.01.19 21:23:20,5.82,272.6,273.92,286.76,278.33,271.28,273.92,274.36,272.6,263.85,269.09,270.41,271.72,262.11,266.9,270.41,260.37,249.15,269.97,270.84,254.31,256.9,264.72,264.29,256.04,,14,968,28,14.82,
26.01.19 21:23:35,6.07,273.48,275.24,282.31,274.8,271.72,273.92,273.92,270.84,263.41,269.09,269.09,271.28,261.67,266.47,270.84,260.37,249.15,269.53,270.84,253.88,256.9,264.29,264.29,256.47,,14,968,28,14.82,
26.01.19 21:23:50,6.32,272.6,274.36,283.65,274.8,271.72,272.6,273.48,273.48,263.85,269.09,269.53,270.84,262.11,266.47,269.97,259.94,248.72,269.53,270.84,253.45,256.47,264.29,263.85,256.04,,14,968,28,14.82,
26.01.19 21:24:05,6.57,275.24,272.16,283.65,277.89,272.16,274.36,273.92,272.16,262.98,268.65,269.09,270.84,261.67,266.03,269.97,259.5,248.29,269.53,270.41,253.88,256.47,264.29,263.85,256.04,,14,968,28,14.82,
26.01.19 21:24:20,6.82,269.53,272.6,285.42,277.45,270.41,273.04,273.92,272.16,262.98,268.65,269.09,270.84,261.24,266.03,269.97,258.2,247.86,268.22,269.97,253.02,256.04,263.41,263.41,256.04,,14,968,28,14.82,
26.01.19 21:24:35,7.07,275.68,273.04,286.76,278.77,272.16,273.48,274.36,272.6,262.98,268.65,269.09,270.84,261.67,266.03,270.41,259.94,248.72,269.09,270.41,253.02,256.47,263.85,263.85,256.04,,14,968,28,14.82,
26.01.19 21:24:50,7.32,272.6,273.04,284.98,277.89,272.16,273.48,273.04,271.28,263.85,267.78,269.53,271.28,261.24,265.59,269.53,259.07,247.86,268.22,269.97,253.45,255.61,263.41,263.41,255.61,,14,968,28,14.84,
26.01.19 21:25:05,7.57,272.16,274.8,282.31,277,270.84,272.6,273.92,272.6,262.98,267.78,269.09,270.84,260.81,266.03,269.09,259.07,248.29,269.09,270.41,253.45,256.47,264.29,263.41,256.47,,14,968,28,14.82,
26.01.19 21:25:20,7.82,272.6,271.28,283.2,277.89,271.28,273.48,273.48,272.6,262.54,267.34,269.09,270.41,260.81,265.16,269.53,259.5,247.86,268.65,269.53,252.59,255.61,263.41,262.98,255.61,,14,968,28,14.82,
26.01.19 21:25:35,8.07,272.16,273.48,284.09,276.12,270.41,272.6,273.48,271.28,262.11,266.9,268.65,270.41,260.37,265.16,269.53,258.64,247.43,268.22,269.53,252.16,255.61,262.98,262.98,255.18,,14,968,28,14.82,
26.01.19 21:25:50,8.32,272.6,274.36,282.31,278.77,269.97,272.6,273.04,272.6,262.11,267.34,267.78,270.41,260.81,264.72,269.09,258.64,247.86,267.78,269.53,252.59,255.61,263.41,262.98,255.61,,14,968,28,14.82,
26.01.19 21:26:05,8.57,273.48,273.04,284.53,275.68,269.97,272.16,273.48,271.72,262.54,267.34,268.65,269.53,260.37,264.72,269.09,259.07,247.43,268.22,269.53,252.59,255.61,263.41,262.54,255.18,,14,968,28,14.84,
26.01.19 21:26:20,8.82,270.84,273.04,284.09,276.12,269.53,272.16,273.48,271.28,262.54,266.9,267.78,270.41,260.81,264.72,268.65,258.2,247.43,267.78,269.09,252.59,255.61,263.41,262.54,254.74,,14,968,28,14.84,
26.01.19 21:26:35,9.07,271.72,272.16,284.53,276.12,272.16,272.16,273.04,271.28,262.98,266.9,268.22,269.53,260.81,264.72,268.65,258.64,247,268.22,269.09,252.59,255.61,262.98,262.98,255.61,,14,968,28,14.84,
26.01.19 21:26:50,9.32,273.92,273.92,282.76,274.8,271.72,271.72,273.04,271.72,262.11,266.9,268.22,269.53,260.37,264.72,268.65,259.07,247,267.78,269.09,252.59,255.61,263.41,262.98,255.61,,14,968,28,14.84,
26.01.19 21:27:05,9.57,271.28,271.72,284.53,276.56,269.97,271.28,272.6,269.97,262.11,266.47,266.9,269.97,259.94,263.85,268.65,258.2,247,267.34,268.65,251.3,254.74,262.54,262.54,254.31,,14,968,28,14.82,
26.01.19 21:27:21,9.83,272.6,274.36,281.43,278.33,268.65,272.16,273.04,270.84,262.11,266.47,266.9,269.53,259.5,263.85,268.22,257.77,247,267.34,268.65,251.73,255.18,262.54,262.11,254.74,,14,968,28,14.84,
26.01.19 21:27:36,10.08,272.6,272.6,283.65,275.68,270.41,272.6,272.6,271.28,261.67,266.47,267.78,269.97,260.37,264.29,268.65,258.64,247,267.34,269.09,252.59,255.61,262.98,262.11,255.61,,14,968,28,14.84,
26.01.19 21:27:51,10.33,272.16,272.6,281.87,276.56,268.65,270.84,271.28,270.41,261.67,266.47,267.78,269.53,259.94,263.41,266.9,258.2,246.58,266.9,268.65,251.3,254.74,262.54,262.11,254.74,,14,968,28,14.82,
26.01.19 21:28:06,10.58,272.6,273.48,287.21,275.68,269.53,271.28,272.16,270.84,261.67,266.03,267.34,269.09,259.5,263.85,268.22,257.77,246.58,266.9,269.09,251.73,255.18,262.98,262.11,254.74,,14,968,28,14.82,
26.01.19 21:28:21,10.83,273.48,271.28,284.09,277.45,270.84,271.72,272.16,272.16,261.67,266.03,267.34,268.65,259.5,263.41,268.22,257.77,246.58,266.9,268.22,251.73,254.74,262.54,262.11,254.74,,14,968,28,14.82,
26.01.19 21:28:36,11.08,271.72,272.16,283.65,277.89,269.97,271.72,272.6,270.84,260.81,265.59,266.47,269.53,259.5,262.98,267.78,258.2,246.58,266.9,268.22,251.73,254.74,262.54,262.11,255.18,,14,968,28,14.82,
26.01.19 21:28:51,11.33,273.48,272.16,284.53,275.68,270.84,272.16,270.84,270.84,261.67,266.03,266.9,270.41,259.5,262.98,268.22,257.34,246.58,266.9,268.65,251.73,254.74,262.98,261.67,254.74,,14,968,28,14.82,
26.01.19 21:29:06,11.58,269.53,273.04,283.65,277,269.09,271.28,272.16,271.28,260.37,266.03,266.9,269.97,259.5,263.41,267.78,257.77,246.58,266.9,268.65,251.3,254.74,262.54,262.11,254.31,,14,968,28,14.82,
26.01.19 21:29:21,11.83,269.09,274.8,282.76,275.68,269.53,270.84,271.28,269.09,260.81,265.59,266.47,268.22,258.64,262.54,267.34,257.34,246.15,266.03,267.78,250.87,254.74,262.11,261.67,253.88,,14,968,28,14.84,
26.01.19 21:33:09,15.63,271.72,273.04,284.53,276.12,269.97,271.28,271.72,271.28,261.24,265.59,266.03,268.65,259.07,262.54,267.78,257.77,246.15,266.9,268.22,251.3,254.74,262.54,261.67,254.74,,14,968,28,14.82,
26.01.19 21:33:24,15.88,272.16,272.6,283.65,277,269.09,270.84,272.16,270.41,260.37,265.16,266.9,269.53,259.5,262.98,267.34,257.34,245.72,266.9,268.22,250.87,254.31,262.54,261.67,254.31,,14,968,28,14.82,
26.01.19 21:33:39,16.13,270.41,271.28,282.76,276.56,269.97,271.72,271.72,269.53,261.24,264.72,266.9,269.09,259.5,262.54,266.9,257.34,246.15,266.47,267.78,250.87,254.31,262.11,262.11,254.31,,14,968,28,14.81,
26.01.19 21:33:54,16.38,271.72,271.28,283.2,275.68,269.09,271.28,272.16,268.65,260.37,265.16,266.9,269.09,259.07,262.98,267.78,257.77,246.15,266.47,268.22,250.87,254.31,262.11,262.11,254.74,,14,968,28,14.81,
26.01.19 21:34:09,16.63,272.6,272.16,283.65,276.56,270.41,271.28,270.84,269.97,260.81,265.59,266.47,269.97,258.64,262.54,267.78,257.77,246.15,266.03,268.22,251.3,254.31,262.11,261.67,254.31,,14,968,28,14.81,
26.01.19 21:34:24,16.88,272.6,274.36,284.09,277,269.09,272.16,272.16,270.41,259.94,265.59,266.03,269.09,259.07,262.11,267.34,257.34,245.72,266.03,268.22,250.87,254.31,262.11,261.67,254.31,,14,968,28,14.82,
26.01.19 21:34:39,17.13,271.72,273.04,284.53,274.36,268.22,270.41,272.16,269.97,260.81,265.16,266.47,268.22,258.64,262.11,267.34,258.2,245.72,266.47,267.78,250.87,254.31,262.98,261.67,254.74,,14,968,28,14.82,
26.01.19 21:34:54,17.38,273.48,271.72,283.2,276.56,269.53,269.97,271.28,269.53,259.94,263.85,266.03,268.65,258.2,262.11,267.34,256.47,245.29,266.03,267.34,250.01,254.31,261.67,260.81,253.88,,14,968,28,14.81,
26.01.19 21:35:09,17.63,272.6,272.6,281.43,275.24,269.97,270.84,271.28,269.97,260.37,264.29,266.47,268.65,258.2,262.11,266.47,257.34,245.72,266.03,267.34,250.44,254.31,261.67,261.67,254.31,,14,968,28,14.79,
26.01.19 21:35:24,17.88,272.16,272.6,284.09,276.12,268.65,270.84,271.28,269.09,259.94,264.29,265.59,268.65,258.2,261.67,266.9,256.9,245.29,266.03,267.34,250.44,253.88,261.67,261.24,254.31,,14,968,28,14.81,
26.01.19 21:35:39,18.13,271.28,271.28,283.65,276.56,269.09,271.28,271.72,269.09,259.07,263.85,265.59,269.09,258.2,262.11,266.9,256.47,245.29,265.59,267.34,250.01,253.88,261.67,260.81,254.31,,14,968,28,14.81,
26.01.19 21:35:54,18.38,271.72,269.53,281.87,273.92,269.53,271.28,270.84,269.97,260.37,264.29,266.03,267.78,258.2,261.67,266.9,257.34,245.29,265.59,267.34,250.87,253.88,261.67,261.24,253.88,,14,968,28,14.79,
26.01.19 21:36:09,18.63,273.48,271.28,282.76,276.12,268.22,269.97,271.28,268.65,259.5,264.72,265.59,267.78,257.77,262.11,266.9,257.34,245.72,265.59,267.34,250.87,253.88,262.11,261.24,254.74,,14,968,28,14.81,
26.01.19 21:36:24,18.88,271.72,271.28,280.98,276.12,268.22,270.41,270.41,268.65,259.94,263.85,266.03,268.22,258.2,261.67,266.9,256.47,245.72,265.59,267.34,250.44,253.45,261.67,261.24,253.88,,14,968,28,14.79,
26.01.19 21:36:39,19.13,271.28,272.6,280.98,274.36,268.65,271.28,271.72,267.78,259.07,264.29,265.59,267.78,257.77,261.67,266.9,257.34,245.29,265.59,266.9,250.87,253.88,261.67,260.81,254.31,,14,968,28,14.79,
26.01.19 21:36:54,19.38,272.16,269.09,282.31,275.24,268.22,270.41,271.28,269.09,259.07,264.29,265.16,267.78,257.34,261.24,266.03,256.47,244.86,265.16,266.9,250.01,253.45,261.24,260.37,253.45,,14,968,28,14.79,
26.01.19 21:37:09,19.63,271.72,272.16,284.53,274.8,269.09,269.97,271.28,268.65,259.5,263.41,265.59,268.65,257.77,261.67,266.9,256.9,245.72,265.59,266.9,250.01,253.45,261.67,260.81,253.45,,14,968,28,14.77,
26.01.19 21:37:24,19.88,272.16,270.41,283.2,275.24,268.65,270.41,270.41,269.09,259.5,263.85,265.16,268.65,257.77,261.24,266.47,256.9,244.86,265.16,266.9,250.01,253.45,261.67,260.81,254.31,,14,968,28,14.79,
26.01.19 21:37:39,20.13,272.16,272.6,284.09,273.04,267.78,270.41,270.84,269.53,259.07,263.41,265.16,268.65,256.9,261.24,266.47,256.47,245.29,265.16,266.9,250.01,253.45,261.24,260.81,253.88,,14,968,28,14.79,
26.01.19 21:37:54,20.38,271.28,271.28,284.09,273.92,269.09,269.97,270.84,269.09,259.5,263.41,265.16,268.65,257.34,261.24,266.03,256.47,244.86,265.16,266.9,250.01,253.45,261.67,260.81,253.88,,14,968,28,14.77,
26.01.19 21:38:09,20.63,272.6,269.09,281.87,277,268.65,269.97,271.28,269.53,259.5,263.85,265.59,269.09,257.34,261.24,266.9,256.9,244.86,265.16,266.47,250.01,253.45,261.24,260.37,254.31,,14,968,28,14.77,
26.01.19 21:38:24,20.88,270.41,269.53,280.98,275.24,267.78,269.09,269.53,269.97,258.64,263.41,265.59,267.34,257.34,260.81,266.47,256.9,244.86,265.16,266.9,250.01,253.45,261.24,260.81,253.88,,14,968,28,14.77,
26.01.19 21:38:39,21.13,269.53,270.41,284.09,274.36,268.65,269.09,270.84,269.97,259.07,262.54,265.59,267.78,257.77,260.81,266.03,256.9,244.86,264.72,266.47,249.15,253.02,261.24,260.37,253.88,,14,968,28,14.77,
26.01.19 21:38:54,21.38,273.48,272.16,281.87,273.48,268.22,270.41,271.28,267.78,259.07,263.41,264.72,268.22,257.34,260.37,265.59,257.34,244.86,265.16,266.47,250.01,253.45,261.67,260.37,253.45,,14,968,28,14.77,
26.01.19 21:39:10,21.65,271.28,270.41,282.31,273.92,267.78,269.53,270.84,268.65,259.07,263.41,265.59,267.78,256.9,260.81,266.03,257.34,244.44,264.72,266.47,249.58,253.45,261.24,260.37,253.88,,14,968,28,14.77,
26.01.19 21:39:25,21.9,273.48,273.48,283.2,274.8,267.34,268.65,270.41,269.97,258.64,262.98,264.72,268.22,257.34,260.37,266.03,256.47,245.29,264.72,266.47,249.58,253.45,260.81,260.37,253.88,,14,968,28,14.77,
26.01.19 21:39:40,22.15,271.28,270.84,283.2,273.92,268.22,269.09,270.84,269.09,257.77,262.54,263.85,267.34,256.47,259.94,266.03,256.04,244.44,264.29,266.03,249.58,252.59,260.81,259.94,253.45,,14,968,28,14.77,
26.01.19 21:39:55,22.4,270.41,270.41,280.54,276.56,266.9,268.65,269.97,267.78,258.64,262.98,264.29,267.78,256.9,259.94,265.59,256.47,244.44,264.29,266.03,249.58,252.59,260.37,259.94,253.88,,14,968,28,14.75,
26.01.19 21:40:10,22.65,273.48,272.16,281.87,275.24,267.34,268.22,270.41,268.65,258.64,263.41,265.59,267.78,256.9,260.37,266.47,256.47,244.44,264.29,266.47,249.58,253.45,260.81,259.94,253.45,,14,968,28,14.75,
26.01.19 21:40:25,22.9,272.16,272.6,282.76,274.36,267.78,268.22,270.41,267.78,257.77,262.54,264.29,267.34,256.9,260.37,266.03,256.47,244.86,264.29,266.03,249.58,253.02,260.81,259.94,253.02,,14,968,28,14.75,
26.01.19 21:40:40,23.15,271.28,269.53,281.43,273.04,268.65,270.41,269.97,268.22,258.2,262.54,264.29,268.22,256.47,259.94,265.59,256.04,244.01,263.85,265.59,249.15,253.02,260.81,259.94,253.02,,14,968,28,14.77,
26.01.19 21:40:55,23.4,271.72,270.41,280.54,276.12,266.9,268.65,269.09,268.22,257.77,262.11,264.72,266.9,256.47,260.37,266.03,256.9,244.44,264.72,266.47,249.58,253.02,261.24,259.94,253.88,,14,968,28,14.75,
26.01.19 21:41:10,23.65,270.41,271.72,283.2,274.8,266.47,269.09,268.22,267.34,257.77,262.11,264.29,268.22,256.47,260.81,265.16,256.9,244.44,264.29,265.59,249.58,253.02,260.81,259.94,253.45,,14,968,28,14.77,
26.01.19 21:41:25,23.9,269.53,269.53,280.98,274.36,268.22,269.53,269.53,267.34,258.2,262.11,264.72,268.22,256.04,259.94,265.59,256.04,244.44,264.29,265.59,249.15,253.02,260.37,259.94,253.02,,14,968,28,14.77,
26.01.19 21:41:40,24.15,268.22,273.48,281.43,272.16,266.9,268.65,268.65,267.34,257.34,261.67,263.85,267.78,256.47,259.94,265.59,255.61,244.01,264.29,266.03,249.15,252.59,260.37,259.94,253.45,,14,968,28,14.75,
26.01.19 21:41:55,24.4,273.04,273.92,280.98,274.36,266.9,269.53,268.65,266.9,257.77,261.67,264.72,267.34,256.04,259.5,265.59,255.61,243.16,263.41,265.59,248.72,252.16,260.37,259.5,253.02,,14,968,28,14.75,
26.01.19 21:42:10,24.65,272.6,271.28,280.98,273.04,267.78,268.65,268.22,267.78,257.34,262.54,264.29,268.22,256.04,259.94,266.03,255.61,244.44,264.29,265.59,249.15,253.02,260.37,260.37,253.45,,14,968,28,14.75,
26.01.19 21:42:25,24.9,269.53,272.6,281.87,274.8,266.9,268.65,268.65,269.09,256.47,261.67,262.98,267.34,256.47,259.5,266.03,255.61,244.01,263.41,265.59,249.15,252.59,260.37,259.5,253.45,,14,968,28,14.75,
26.01.19 21:42:40,25.15,266.47,270.84,282.31,274.8,266.03,269.09,269.53,268.22,257.34,261.24,264.29,266.9,256.47,259.94,265.16,256.47,244.44,263.85,265.59,249.58,253.02,260.81,259.5,253.02,,14,968,28,14.75,
26.01.19 21:42:55,25.4,271.28,273.48,283.2,274.36,266.03,268.65,269.53,269.09,256.47,261.24,263.85,266.03,256.04,259.5,265.16,255.61,244.01,263.41,265.16,248.72,252.16,259.94,259.5,252.59,,14,968,28,14.75,
26.01.19 21:43:10,25.65,271.28,271.72,280.98,275.68,266.9,269.53,269.09,267.34,256.9,262.54,264.72,266.9,256.04,259.5,265.16,256.04,244.01,263.85,265.16,249.15,253.02,260.37,259.94,253.02,,14,968,28,14.72,
26.01.19 21:43:25,25.9,271.28,271.72,281.43,272.6,266.9,268.65,269.53,266.9,256.9,261.67,263.41,266.47,256.04,259.07,265.16,255.18,244.01,263.41,265.59,248.72,252.16,259.94,259.07,252.16,,14,968,28,14.73,
26.01.19 21:43:40,26.15,273.04,269.97,282.31,274.8,267.34,267.78,267.78,266.9,256.47,261.67,262.98,267.34,256.04,258.64,264.72,254.74,243.58,263.41,264.72,248.29,252.16,259.94,258.64,253.02,,14,968,28,14.72,
26.01.19 21:43:55,26.4,271.28,271.72,281.87,273.48,266.9,268.22,269.53,267.34,257.34,260.81,263.85,266.47,256.04,259.5,264.72,255.18,244.44,263.41,264.72,248.72,252.16,259.94,259.07,252.59,,14,968,28,14.73,
26.01.19 21:44:10,26.65,270.41,266.47,280.98,275.24,266.03,268.22,269.53,268.22,256.9,261.24,263.41,267.34,256.04,259.07,264.72,256.04,243.58,263.41,265.59,249.15,252.16,260.37,259.5,253.02,,14,968,28,14.73,
26.01.19 21:44:25,26.9,270.41,268.22,283.2,274.36,266.47,269.09,269.97,268.22,256.9,261.67,262.98,266.47,256.04,259.5,265.16,255.61,244.01,263.85,265.16,248.72,252.16,260.37,259.5,253.45,,14,968,28,14.73,
26.01.19 21:44:40,27.15,268.22,269.97,281.87,275.68,265.16,269.09,268.22,267.34,256.47,261.67,262.98,266.47,255.61,258.64,264.72,255.61,243.58,262.98,265.16,248.29,251.73,259.94,259.07,253.02,,14,968,28,14.72,
26.01.19 21:44:55,27.4,271.28,271.28,281.87,276.12,266.03,268.22,269.09,266.47,256.9,261.24,262.98,267.34,255.61,258.64,264.72,256.04,243.58,262.98,265.16,249.15,252.16,259.94,258.64,253.02,,14,968,28,14.72,
26.01.19 21:45:10,27.65,268.22,268.65,280.54,273.92,266.47,268.65,268.22,267.78,256.47,261.24,263.41,266.9,255.18,258.2,264.72,254.74,243.58,262.98,264.72,248.29,252.16,259.94,259.07,252.16,,14,968,28,14.72,
26.01.19 21:45:25,27.9,272.16,270.84,279.66,274.8,265.59,267.78,268.65,268.22,256.04,260.81,262.98,267.34,255.61,258.64,264.72,255.61,243.58,262.98,265.16,249.15,252.16,259.94,259.07,253.02,,14,968,28,14.72,
26.01.19 21:45:40,28.15,271.28,272.6,282.76,275.68,266.9,268.65,267.78,268.22,255.18,261.24,262.54,266.03,255.18,258.64,264.29,255.61,244.01,263.41,265.59,248.29,252.16,259.94,259.07,252.59,,14,968,28,14.72,
26.01.19 21:45:55,28.4,270.41,270.84,282.31,271.72,265.59,268.65,268.22,266.03,256.47,260.37,263.85,266.47,255.18,259.07,264.29,255.61,243.58,262.98,265.59,248.29,252.16,259.5,259.07,252.59,,14,968,28,14.72,
